row_id,recording_id,segment_id,disfluency_type,detected_token,start_time,end_time,duration,clip_path,confidence,notes,audio_url
612,254219,254219_seg_0031,filler,जी,394.78,400.18,5.400000000000034,clips/254219_seg_0031.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
613,254219,254219_seg_0031,repetition,जी जी,394.78,400.18,5.400000000000034,clips/254219_seg_0031.wav,0.8,Found repetition near token(s): 'जी जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
614,254219,254219_seg_0032,filler,जी,402.22,414.25,12.029999999999973,clips/254219_seg_0032.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
615,254219,254219_seg_0032,filler,हूँ,402.22,414.25,12.029999999999973,clips/254219_seg_0032.wav,0.9,Found filler near token(s): 'हूँ',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
616,254219,254219_seg_0032,repetition,हूँ हूँ,402.22,414.25,12.029999999999973,clips/254219_seg_0032.wav,0.8,Found repetition near token(s): 'हूँ हूँ',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
617,254219,254219_seg_0032,repetition,जैसा जैसा,402.22,414.25,12.029999999999973,clips/254219_seg_0032.wav,0.8,Found repetition near token(s): 'जैसा जैसा',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
618,254219,254219_seg_0034,filler,जी,430.93,442.84,11.909999999999968,clips/254219_seg_0034.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
619,254219,254219_seg_0034,filler,तो,430.93,442.84,11.909999999999968,clips/254219_seg_0034.wav,0.9,Found filler near token(s): 'तो',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
620,254219,254219_seg_0034,repetition,जी जी,430.93,442.84,11.909999999999968,clips/254219_seg_0034.wav,0.8,Found repetition near token(s): 'जी जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
621,254219,254219_seg_0035,filler,मतलब,443.35,456.91,13.560000000000002,clips/254219_seg_0035.wav,0.9,Found filler near token(s): 'मतलब',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
622,254219,254219_seg_0035,repetition,भी भी,443.35,456.91,13.560000000000002,clips/254219_seg_0035.wav,0.8,Found repetition near token(s): 'भी भी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
623,254219,254219_seg_0036,filler,तो,457.51,468.91,11.400000000000034,clips/254219_seg_0036.wav,0.9,Found filler near token(s): 'तो',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
624,254219,254219_seg_0036,filler,मतलब,457.51,468.91,11.400000000000034,clips/254219_seg_0036.wav,0.9,Found filler near token(s): 'मतलब',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
625,254219,254219_seg_0036,repetition,भी भी,457.51,468.91,11.400000000000034,clips/254219_seg_0036.wav,0.8,Found repetition near token(s): 'भी भी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
626,254219,254219_seg_0037,filler,तो,468.94,482.05,13.110000000000014,clips/254219_seg_0037.wav,0.9,Found filler near token(s): 'तो',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
627,254219,254219_seg_0037,filler,बस,468.94,482.05,13.110000000000014,clips/254219_seg_0037.wav,0.9,Found filler near token(s): 'बस',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
628,254219,254219_seg_0037,repetition,क क,468.94,482.05,13.110000000000014,clips/254219_seg_0037.wav,0.8,Found repetition near token(s): 'क क',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
629,254219,254219_seg_0038,filler,तो,482.32,497.05,14.730000000000018,clips/254219_seg_0038.wav,0.9,Found filler near token(s): 'तो',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
630,254219,254219_seg_0038,filler,जी,482.32,497.05,14.730000000000018,clips/254219_seg_0038.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
631,254219,254219_seg_0039,filler,जी,498.88,509.59,10.70999999999998,clips/254219_seg_0039.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
632,254219,254219_seg_0039,filler,तो,498.88,509.59,10.70999999999998,clips/254219_seg_0039.wav,0.9,Found filler near token(s): 'तो',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
633,254219,254219_seg_0039,filler,मतलब,498.88,509.59,10.70999999999998,clips/254219_seg_0039.wav,0.9,Found filler near token(s): 'मतलब',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
634,254219,254219_seg_0039,repetition,जी जी,498.88,509.59,10.70999999999998,clips/254219_seg_0039.wav,0.8,Found repetition near token(s): 'जी जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
635,254219,254219_seg_0040,filler,मतलब,510.19,524.41,14.21999999999997,clips/254219_seg_0040.wav,0.9,Found filler near token(s): 'मतलब',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
636,254219,254219_seg_0043,filler,जी,558.85,560.68,1.8299999999999272,clips/254219_seg_0043.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
637,254219,254219_seg_0043,repetition,जी जी,558.85,560.68,1.8299999999999272,clips/254219_seg_0043.wav,0.8,Found repetition near token(s): 'जी जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
638,254219,254219_seg_0044,filler,जी,563.62,571.06,7.439999999999941,clips/254219_seg_0044.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
639,254219,254219_seg_0044,repetition,भी भी,563.62,571.06,7.439999999999941,clips/254219_seg_0044.wav,0.8,Found repetition near token(s): 'भी भी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
640,254219,254219_seg_0046,filler,जी,579.13,588.88,9.75,clips/254219_seg_0046.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
641,254219,254219_seg_0046,repetition,भी भी,579.13,588.88,9.75,clips/254219_seg_0046.wav,0.8,Found repetition near token(s): 'भी भी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
642,254219,254219_seg_0048,filler,जी,610.78,618.46,7.680000000000064,clips/254219_seg_0048.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
643,254219,254219_seg_0048,repetition,अच्छा अच्छा,610.78,618.46,7.680000000000064,clips/254219_seg_0048.wav,0.8,Found repetition near token(s): 'अच्छा अच्छा',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
644,254219,254219_seg_0048,repetition,जी जी,610.78,618.46,7.680000000000064,clips/254219_seg_0048.wav,0.8,Found repetition near token(s): 'जी जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
645,254219,254219_seg_0049,repetition,अच्छा अच्छा,621.85,632.86,11.009999999999991,clips/254219_seg_0049.wav,0.8,Found repetition near token(s): 'अच्छा अच्छा',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
646,254219,254219_seg_0050,filler,जी,633.58,645.07,11.490000000000009,clips/254219_seg_0050.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
647,254219,254219_seg_0050,filler,मतलब,633.58,645.07,11.490000000000009,clips/254219_seg_0050.wav,0.9,Found filler near token(s): 'मतलब',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
648,254219,254219_seg_0050,filler,हाँ,633.58,645.07,11.490000000000009,clips/254219_seg_0050.wav,0.9,Found filler near token(s): 'हाँ',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
649,254219,254219_seg_0050,repetition,हाँ हाँ,633.58,645.07,11.490000000000009,clips/254219_seg_0050.wav,0.8,Found repetition near token(s): 'हाँ हाँ',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
650,254219,254219_seg_0050,repetition,भी भी,633.58,645.07,11.490000000000009,clips/254219_seg_0050.wav,0.8,Found repetition near token(s): 'भी भी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
651,254219,254219_seg_0051,filler,जी,645.85,656.56,10.709999999999923,clips/254219_seg_0051.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
652,254219,254219_seg_0051,repetition,जी जी,645.85,656.56,10.709999999999923,clips/254219_seg_0051.wav,0.8,Found repetition near token(s): 'जी जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/254219_audio.wav
653,253253,253253_seg_0000,filler,जी,0.13,15.07,14.94,clips/253253_seg_0000.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
654,253253,253253_seg_0000,repetition,जी जी,0.13,15.07,14.94,clips/253253_seg_0000.wav,0.8,Found repetition near token(s): 'जी जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
655,253253,253253_seg_0000,repetition,व व,0.13,15.07,14.94,clips/253253_seg_0000.wav,0.8,Found repetition near token(s): 'व व',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
656,253253,253253_seg_0001,filler,तो,15.79,30.01,14.220000000000002,clips/253253_seg_0001.wav,0.9,Found filler near token(s): 'तो',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
657,253253,253253_seg_0001,repetition,पुराने पुराने,15.79,30.01,14.220000000000002,clips/253253_seg_0001.wav,0.8,Found repetition near token(s): 'पुराने पुराने',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
658,253253,253253_seg_0001,repetition,मोटा मोटा,15.79,30.01,14.220000000000002,clips/253253_seg_0001.wav,0.8,Found repetition near token(s): 'मोटा मोटा',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
659,253253,253253_seg_0002,repetition,भी भी,30.22,45.1,14.880000000000003,clips/253253_seg_0002.wav,0.8,Found repetition near token(s): 'भी भी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
660,253253,253253_seg_0002,repetition,बढ़िया बढ़िया,30.22,45.1,14.880000000000003,clips/253253_seg_0002.wav,0.8,Found repetition near token(s): 'बढ़िया बढ़िया',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
661,253253,253253_seg_0003,repetition,भी भी,45.43,60.25,14.82,clips/253253_seg_0003.wav,0.8,Found repetition near token(s): 'भी भी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
662,253253,253253_seg_0003,repetition,दूर दूर,45.43,60.25,14.82,clips/253253_seg_0003.wav,0.8,Found repetition near token(s): 'दूर दूर',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
663,253253,253253_seg_0004,filler,जी,61.63,65.35,3.7199999999999918,clips/253253_seg_0004.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
664,253253,253253_seg_0006,repetition,न न,72.91,74.56,1.6500000000000057,clips/253253_seg_0006.wav,0.8,Found repetition near token(s): 'न न',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
665,253253,253253_seg_0007,filler,जी,78.19,78.82,0.6299999999999955,clips/253253_seg_0007.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
666,253253,253253_seg_0008,filler,जी,81.88,82.3,0.4200000000000017,clips/253253_seg_0008.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
667,253253,253253_seg_0010,filler,जी,97.09,98.02,0.9299999999999926,clips/253253_seg_0010.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
668,253253,253253_seg_0012,filler,जी,105.79,106.24,0.44999999999998863,clips/253253_seg_0012.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
669,253253,253253_seg_0015,filler,जी,121.54,122.74,1.1999999999999886,clips/253253_seg_0015.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
670,253253,253253_seg_0016,filler,जी,129.91,130.39,0.47999999999998977,clips/253253_seg_0016.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
671,253253,253253_seg_0017,filler,जी,136.84,140.62,3.780000000000001,clips/253253_seg_0017.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
672,253253,253253_seg_0017,repetition,जी जी,136.84,140.62,3.780000000000001,clips/253253_seg_0017.wav,0.8,Found repetition near token(s): 'जी जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
673,253253,253253_seg_0019,filler,जी,158.8,159.07,0.2699999999999818,clips/253253_seg_0019.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
674,253253,253253_seg_0020,filler,जी,170.89,171.52,0.6300000000000239,clips/253253_seg_0020.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
675,253253,253253_seg_0022,filler,जी,187.6,188.2,0.5999999999999943,clips/253253_seg_0022.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
676,253253,253253_seg_0025,filler,जी,225.1,239.62,14.52000000000001,clips/253253_seg_0025.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
677,253253,253253_seg_0026,filler,तो,239.65,249.13,9.47999999999999,clips/253253_seg_0026.wav,0.9,Found filler near token(s): 'तो',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
678,253253,253253_seg_0027,filler,तो,249.91,264.43,14.52000000000001,clips/253253_seg_0027.wav,0.9,Found filler near token(s): 'तो',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
679,253253,253253_seg_0027,repetition,का का,249.91,264.43,14.52000000000001,clips/253253_seg_0027.wav,0.8,Found repetition near token(s): 'का का',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
680,253253,253253_seg_0029,filler,तो,267.88,282.28,14.399999999999977,clips/253253_seg_0029.wav,0.9,Found filler near token(s): 'तो',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
681,253253,253253_seg_0029,repetition,र र,267.88,282.28,14.399999999999977,clips/253253_seg_0029.wav,0.8,Found repetition near token(s): 'र र',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
682,253253,253253_seg_0030,filler,तो,282.94,297.34,14.399999999999977,clips/253253_seg_0030.wav,0.9,Found filler near token(s): 'तो',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
683,253253,253253_seg_0033,filler,जी,322.15,329.98,7.830000000000041,clips/253253_seg_0033.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
684,253253,253253_seg_0037,filler,मतलब,357.64,370.45,12.810000000000002,clips/253253_seg_0037.wav,0.9,Found filler near token(s): 'मतलब',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
685,253253,253253_seg_0037,filler,तो,357.64,370.45,12.810000000000002,clips/253253_seg_0037.wav,0.9,Found filler near token(s): 'तो',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
686,253253,253253_seg_0037,repetition,व व,357.64,370.45,12.810000000000002,clips/253253_seg_0037.wav,0.8,Found repetition near token(s): 'व व',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
687,253253,253253_seg_0037,repetition,अ अ,357.64,370.45,12.810000000000002,clips/253253_seg_0037.wav,0.8,Found repetition near token(s): 'अ अ',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
688,253253,253253_seg_0038,filler,तो,372.46,386.02,13.560000000000002,clips/253253_seg_0038.wav,0.9,Found filler near token(s): 'तो',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
689,253253,253253_seg_0038,repetition,र र,372.46,386.02,13.560000000000002,clips/253253_seg_0038.wav,0.8,Found repetition near token(s): 'र र',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
690,253253,253253_seg_0039,repetition,ग ग,386.23,400.24,14.009999999999991,clips/253253_seg_0039.wav,0.8,Found repetition near token(s): 'ग ग',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
691,253253,253253_seg_0040,filler,मतलब,400.3,404.35,4.050000000000011,clips/253253_seg_0040.wav,0.9,Found filler near token(s): 'मतलब',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
692,253253,253253_seg_0041,filler,जी,406.51,420.25,13.740000000000009,clips/253253_seg_0041.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
693,253253,253253_seg_0042,repetition,जा जा,420.58,435.28,14.699999999999989,clips/253253_seg_0042.wav,0.8,Found repetition near token(s): 'जा जा',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
694,253253,253253_seg_0043,filler,जी,436.84,440.32,3.480000000000018,clips/253253_seg_0043.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
695,253253,253253_seg_0043,repetition,जी जी,436.84,440.32,3.480000000000018,clips/253253_seg_0043.wav,0.8,Found repetition near token(s): 'जी जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
696,253253,253253_seg_0044,filler,जी,443.5,443.86,0.36000000000001364,clips/253253_seg_0044.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
697,253253,253253_seg_0045,filler,जी,445.87,447.37,1.5,clips/253253_seg_0045.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
698,253253,253253_seg_0047,filler,जी,470.65,471.31,0.660000000000025,clips/253253_seg_0047.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
699,253253,253253_seg_0048,filler,जी,478.06,481.27,3.2099999999999795,clips/253253_seg_0048.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
700,253253,253253_seg_0049,filler,जी,484.48,488.11,3.6299999999999955,clips/253253_seg_0049.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
701,253253,253253_seg_0051,filler,जी,515.38,516.34,0.9600000000000364,clips/253253_seg_0051.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
702,253253,253253_seg_0052,filler,तो,528.88,543.22,14.340000000000032,clips/253253_seg_0052.wav,0.9,Found filler near token(s): 'तो',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
703,253253,253253_seg_0052,filler,मतलब,528.88,543.22,14.340000000000032,clips/253253_seg_0052.wav,0.9,Found filler near token(s): 'मतलब',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
704,253253,253253_seg_0052,repetition,राजगीर राजगीर,528.88,543.22,14.340000000000032,clips/253253_seg_0052.wav,0.8,Found repetition near token(s): 'राजगीर राजगीर',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
705,253253,253253_seg_0052,repetition,क क,528.88,543.22,14.340000000000032,clips/253253_seg_0052.wav,0.8,Found repetition near token(s): 'क क',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
706,253253,253253_seg_0052,repetition,त त,528.88,543.22,14.340000000000032,clips/253253_seg_0052.wav,0.8,Found repetition near token(s): 'त त',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
707,253253,253253_seg_0054,filler,तो,557.44,570.31,12.86999999999989,clips/253253_seg_0054.wav,0.9,Found filler near token(s): 'तो',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
708,253253,253253_seg_0054,repetition,भी भी,557.44,570.31,12.86999999999989,clips/253253_seg_0054.wav,0.8,Found repetition near token(s): 'भी भी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
709,253253,253253_seg_0056,repetition,हा हा,583.66,596.89,13.230000000000018,clips/253253_seg_0056.wav,0.8,Found repetition near token(s): 'हा हा',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
710,253253,253253_seg_0058,filler,तो,609.28,619.27,9.990000000000009,clips/253253_seg_0058.wav,0.9,Found filler near token(s): 'तो',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
711,253253,253253_seg_0058,repetition,र र,609.28,619.27,9.990000000000009,clips/253253_seg_0058.wav,0.8,Found repetition near token(s): 'र र',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
712,253253,253253_seg_0059,filler,हम्म,630.07,634.69,4.6200000000000045,clips/253253_seg_0059.wav,0.9,Found filler near token(s): 'हम्म',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
713,253253,253253_seg_0060,filler,जी,638.53,649.36,10.830000000000041,clips/253253_seg_0060.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/360731/253253_audio.wav
714,351501,351501_seg_0002,filler,जी,19.95,20.64,0.6900000000000013,clips/351501_seg_0002.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/460517/351501_audio.wav
715,351501,351501_seg_0002,repetition,जी जी,19.95,20.64,0.6900000000000013,clips/351501_seg_0002.wav,0.8,Found repetition near token(s): 'जी जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/460517/351501_audio.wav
716,351501,351501_seg_0004,filler,जी,63.54,68.34,4.800000000000004,clips/351501_seg_0004.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/460517/351501_audio.wav
717,351501,351501_seg_0005,filler,जी,74.58,75.06,0.480000000000004,clips/351501_seg_0005.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/460517/351501_audio.wav
718,351501,351501_seg_0006,filler,जी,97.08,97.8,0.7199999999999989,clips/351501_seg_0006.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/460517/351501_audio.wav
719,351501,351501_seg_0007,filler,जी,101.01,107.76,6.75,clips/351501_seg_0007.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/460517/351501_audio.wav
720,351501,351501_seg_0007,repetition,जी जी,101.01,107.76,6.75,clips/351501_seg_0007.wav,0.8,Found repetition near token(s): 'जी जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/460517/351501_audio.wav
721,351501,351501_seg_0008,filler,जी,118.08,130.11,12.030000000000015,clips/351501_seg_0008.wav,0.9,Found filler near token(s): 'जी',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/460517/351501_audio.wav
722,351501,351501_seg_0008,filler,तो,118.08,130.11,12.030000000000015,clips/351501_seg_0008.wav,0.9,Found filler near token(s): 'तो',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/460517/351501_audio.wav
723,351501,351501_seg_0013,repetition,म म,176.04,190.02,13.980000000000018,clips/351501_seg_0013.wav,0.8,Found repetition near token(s): 'म म',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/460517/351501_audio.wav
724,351501,351501_seg_0013,repetition,को को,176.04,190.02,13.980000000000018,clips/351501_seg_0013.wav,0.8,Found repetition near token(s): 'को को',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/460517/351501_audio.wav
725,351501,351501_seg_0014,filler,तो,190.53,203.52,12.990000000000009,clips/351501_seg_0014.wav,0.9,Found filler near token(s): 'तो',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/460517/351501_audio.wav
726,351501,351501_seg_0015,filler,मतलब,203.85,212.25,8.400000000000006,clips/351501_seg_0015.wav,0.9,Found filler near token(s): 'मतलब',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/460517/351501_audio.wav
727,351501,351501_seg_0015,filler,बस,203.85,212.25,8.400000000000006,clips/351501_seg_0015.wav,0.9,Found filler near token(s): 'बस',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/460517/351501_audio.wav
728,351501,351501_seg_0015,repetition,न न,203.85,212.25,8.400000000000006,clips/351501_seg_0015.wav,0.8,Found repetition near token(s): 'न न',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/460517/351501_audio.wav
729,351501,351501_seg_0015,repetition,स स,203.85,212.25,8.400000000000006,clips/351501_seg_0015.wav,0.8,Found repetition near token(s): 'स स',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/460517/351501_audio.wav
730,351501,351501_seg_0016,filler,तो,226.95,241.71,14.76000000000002,clips/351501_seg_0016.wav,0.9,Found filler near token(s): 'तो',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/460517/351501_audio.wav
731,351501,351501_seg_0016,filler,मतलब,226.95,241.71,14.76000000000002,clips/351501_seg_0016.wav,0.9,Found filler near token(s): 'मतलब',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/460517/351501_audio.wav
732,351501,351501_seg_0016,repetition,ए ए,226.95,241.71,14.76000000000002,clips/351501_seg_0016.wav,0.8,Found repetition near token(s): 'ए ए',https://storage.googleapis.com/joshtalks-data-collection/hq_data/hi/460517/351501_audio.wav
